city,year,avg_temperature,avg_humidity,precipitation,state_region,country,baseline_water_stress,water_depletion,seasonal_variability,drought_severity
"Dublin, Ireland",2022,10.8,87.05,917.58,Dublin,Ireland,1.0690289403950055,0.5777587086514333,1.3241416336362513,1.5575041456343868
"Dublin, Ireland",2023,10.98,88.33,1300.3,Dublin,Ireland,1.0690289403950055,0.5777587086514333,1.3241416336362513,1.5575041456343868
"Dublin, Ireland",2024,10.63,88.43,1134.52,Dublin,Ireland,1.0690289403950055,0.5777587086514333,1.3241416336362513,1.5575041456343868
"Amsterdam, Netherlands",2020,11.37,82.99,877.82,Noord-Holland,Netherlands,0.587936950148668,0.3496499131826233,1.277065819971829,0.7087380209531675
"Amsterdam, Netherlands",2021,10.38,85.62,875.04,Noord-Holland,Netherlands,0.587936950148668,0.3496499131826233,1.277065819971829,0.7087380209531675
"Amsterdam, Netherlands",2022,11.54,82.83,736.67,Noord-Holland,Netherlands,0.587936950148668,0.3496499131826233,1.277065819971829,0.7087380209531675
"Amsterdam, Netherlands",2023,11.68,84.16,1048.49,Noord-Holland,Netherlands,0.587936950148668,0.3496499131826233,1.277065819971829,0.7087380209531675
"Amsterdam, Netherlands",2024,11.65,86.45,983.84,Noord-Holland,Netherlands,0.587936950148668,0.3496499131826233,1.277065819971829,0.7087380209531675
"Frankfurt, Germany",2020,11.31,75.91,641.46,Hessen,Germany,,,,
"Frankfurt, Germany",2021,9.72,81.46,679.98,Hessen,Germany,,,,
"Frankfurt, Germany",2022,11.93,74.27,587.65,Hessen,Germany,,,,
"Frankfurt, Germany",2023,11.77,78.2,764.58,Hessen,Germany,,,,
"Frankfurt, Germany",2024,11.54,82.02,797.79,Hessen,Germany,,,,
"London, United Kingdom",2020,11.0,83.36,805.33,England,United Kingdom,,,,
"London, United Kingdom",2021,10.21,85.85,749.37,England,United Kingdom,,,,
"London, United Kingdom",2022,11.56,82.02,627.4,England,United Kingdom,,,,
"London, United Kingdom",2023,11.29,84.92,819.13,England,United Kingdom,,,,
"London, United Kingdom",2024,11.16,86.05,783.05,England,United Kingdom,,,,
"Paris, France",2020,12.13,78.77,635.25,Île-de-France,France,,,,
"Paris, France",2021,10.76,82.02,766.87,Île-de-France,France,,,,
"Paris, France",2022,12.38,77.76,560.03,Île-de-France,France,,,,
"Paris, France",2023,12.55,78.97,767.47,Île-de-France,France,,,,
"Paris, France",2024,11.72,85.22,970.65,Île-de-France,France,,,,
"Madrid, Spain",2020,13.99,66.98,571.51,Madrid,Spain,,,,
"Madrid, Spain",2021,13.4,66.68,527.61,Madrid,Spain,,,,
"Madrid, Spain",2022,15.09,60.72,451.79,Madrid,Spain,,,,
"Madrid, Spain",2023,14.43,63.06,584.4,Madrid,Spain,,,,
"Madrid, Spain",2024,14.42,65.83,485.78,Madrid,Spain,,,,
"Berlin, Germany",2020,10.73,77.72,581.62,Berlin,Germany,,,,
"Berlin, Germany",2021,9.44,81.86,672.37,Berlin,Germany,,,,
"Berlin, Germany",2022,10.96,76.25,462.28,Berlin,Germany,,,,
"Berlin, Germany",2023,10.96,79.7,783.76,Berlin,Germany,,,,
"Berlin, Germany",2024,11.5,80.73,621.41,Berlin,Germany,,,,
"Stockholm, Sweden",2020,8.64,81.98,579.89,Stockholm,Sweden,,,,
"Stockholm, Sweden",2021,6.94,84.87,626.78,Stockholm,Sweden,,,,
"Stockholm, Sweden",2022,7.64,83.26,579.44,Stockholm,Sweden,,,,
"Stockholm, Sweden",2023,6.88,85.54,804.69,Stockholm,Sweden,,,,
"Stockholm, Sweden",2024,7.55,86.2,743.98,Stockholm,Sweden,,,,
"Zurich, Switzerland",2020,9.92,81.48,1327.61,Zürich,Schweiz/Suisse/Svizzera/Svizra,,,,
"Zurich, Switzerland",2021,8.6,83.6,1531.1,Zürich,Schweiz/Suisse/Svizzera/Svizra,,,,
"Zurich, Switzerland",2022,10.52,80.97,1230.51,Zürich,Schweiz/Suisse/Svizzera/Svizra,,,,
"Zurich, Switzerland",2023,10.7,81.73,1532.71,Zürich,Schweiz/Suisse/Svizzera/Svizra,,,,
"Zurich, Switzerland",2024,10.56,83.91,1602.82,Zürich,Schweiz/Suisse/Svizzera/Svizra,,,,
"Warsaw, Poland",2020,9.7,78.96,749.45,Mazowieckie,Poland,,,,
"Warsaw, Poland",2021,8.04,82.42,702.0,Mazowieckie,Poland,,,,
"Warsaw, Poland",2022,9.25,78.54,605.03,Mazowieckie,Poland,,,,
